__fxdriver_unwrapped,connectEnd,connectStart,domComplete,domContentLoadedEventEnd,domContentLoadedEventStart,domInteractive,domLoading,domainLookupEnd,domainLookupStart,fetchStart,loadEventEnd,loadEventStart,navigationStart,redirectEnd,redirectStart,requestStart,responseEnd,responseStart,responseWaitTime,totalLoadWaitTime,unloadEventEnd,unloadEventStart
true,1352693235069,1352693235069,1352693241134,1352693241134,1352693241126,1352693241124,1352693235091,1352693235060,1352693235059,1352693235069,1352693241135,1352693241134,1352693235058,0,0,1352693235081,1352693241123,1352693235088,2140,6054,0,0
true,1352693241238,1352693241238,1352693247570,1352693247569,1352693247562,1352693247561,1352693241258,1352693241237,1352693241237,1352693241238,1352693247571,1352693247570,1352693241237,0,0,1352693241252,1352693247553,1352693241258,2072,6319,1352693241259,1352693241259
true,1352693247664,1352693247664,1352693253550,1352693253550,1352693253543,1352693253542,1352693247669,1352693247663,1352693247663,1352693247664,1352693253551,1352693253550,1352693247663,0,0,1352693247666,1352693253541,1352693247669,2059,5885,1352693247670,1352693247669
true,1352693253618,1352693253618,1352693259521,1352693259520,1352693259514,1352693259512,1352693253622,1352693253617,1352693253617,1352693253618,1352693259521,1352693259521,1352693253617,0,0,1352693253618,1352693259508,1352693253622,2141,5903,1352693253623,1352693253623
true,1352693259588,1352693259588,1352693265528,1352693265527,1352693265520,1352693265519,1352693259593,1352693259587,1352693259587,1352693259588,1352693265528,1352693265528,1352693259587,0,0,1352693259588,1352693265518,1352693259592,2051,5940,1352693259593,1352693259593
true,1352693265593,1352693265593,1352693271823,1352693271822,1352693271816,1352693271814,1352693265621,1352693265592,1352693265592,1352693265593,1352693271824,1352693271823,1352693265592,0,0,1352693265595,1352693271814,1352693265599,2243,6229,1352693265621,1352693265621
true,1352693271895,1352693271895,1352693278413,1352693278413,1352693278407,1352693278405,1352693271901,1352693271894,1352693271894,1352693271895,1352693278414,1352693278413,1352693271894,0,0,1352693271897,1352693278405,1352693271900,2365,6517,1352693271901,1352693271901
true,1352693278481,1352693278481,1352693284822,1352693284821,1352693284814,1352693284813,1352693278485,1352693278480,1352693278480,1352693278481,1352693284822,1352693284822,1352693278480,0,0,1352693278481,1352693284812,1352693278485,2237,6341,1352693278486,1352693278486
true,1352693284920,1352693284920,1352693290774,1352693290773,1352693290766,1352693290765,1352693284925,1352693284919,1352693284919,1352693284920,1352693290774,1352693290774,1352693284919,0,0,1352693284921,1352693290765,1352693284925,2103,5853,1352693284926,1352693284925
true,1352693290836,1352693290836,1352693297289,1352693297288,1352693297281,1352693297279,1352693290840,1352693290835,1352693290835,1352693290836,1352693297290,1352693297289,1352693290835,0,0,1352693290836,1352693297279,1352693290840,2197,6454,1352693290841,1352693290840
true,1352693297364,1352693297364,1352693303455,1352693303454,1352693303447,1352693303446,1352693297388,1352693297363,1352693297363,1352693297364,1352693303455,1352693303455,1352693297363,0,0,1352693297365,1352693303446,1352693297368,2098,6090,1352693297390,1352693297388
true,1352693303524,1352693303524,1352693309651,1352693309651,1352693309644,1352693309642,1352693303539,1352693303523,1352693303523,1352693303524,1352693309652,1352693309651,1352693303523,0,0,1352693303525,1352693309642,1352693303531,2139,6127,1352693303539,1352693303539
true,1352693309737,1352693309737,1352693316436,1352693316435,1352693316429,1352693316427,1352693309773,1352693309736,1352693309736,1352693309737,1352693316436,1352693316436,1352693309736,0,0,1352693309737,1352693316426,1352693309742,2377,6699,1352693309774,1352693309773
true,1352693316532,1352693316532,1352693322691,1352693322691,1352693322685,1352693322683,1352693316558,1352693316531,1352693316531,1352693316532,1352693322692,1352693322691,1352693316531,0,0,1352693316533,1352693322683,1352693316539,2194,6159,1352693316559,1352693316558
true,1352693322757,1352693322757,1352693328989,1352693328989,1352693328982,1352693328980,1352693322772,1352693322756,1352693322756,1352693322757,1352693328990,1352693328989,1352693322756,0,0,1352693322760,1352693328980,1352693322765,2261,6230,1352693322773,1352693322772
true,1352693329058,1352693329058,1352693335317,1352693335317,1352693335310,1352693335309,1352693329063,1352693329057,1352693329057,1352693329058,1352693335318,1352693335317,1352693329057,0,0,1352693329059,1352693335309,1352693329063,2195,6259,1352693329063,1352693329063
