__fxdriver_unwrapped,connectEnd,connectStart,domComplete,domContentLoadedEventEnd,domContentLoadedEventStart,domInteractive,domLoading,domainLookupEnd,domainLookupStart,fetchStart,loadEventEnd,loadEventStart,navigationStart,redirectEnd,redirectStart,requestStart,responseEnd,responseStart,responseWaitTime,totalLoadWaitTime,unloadEventEnd,unloadEventStart
true,1352693193435,1352693193435,1352693194088,1352693193766,1352693193757,1352693193646,1352693193460,1352693193424,1352693193423,1352693193435,1352693194089,1352693194088,1352693193421,0,0,1352693193451,1352693193486,1352693193456,111,638,0,0
true,1352693194176,1352693194176,1352693194388,1352693194387,1352693194380,1352693194375,1352693194182,1352693194175,1352693194175,1352693194176,1352693194389,1352693194388,1352693194175,0,0,1352693194177,1352693194225,1352693194182,107,212,1352693194183,1352693194182
true,1352693194476,1352693194476,1352693194648,1352693194647,1352693194642,1352693194639,1352693194496,1352693194475,1352693194475,1352693194476,1352693194648,1352693194648,1352693194475,0,0,1352693194491,1352693194529,1352693194496,77,157,1352693194497,1352693194496
true,1352693194879,1352693194879,1352693195027,1352693195026,1352693195021,1352693195012,1352693194894,1352693194879,1352693194879,1352693194879,1352693195027,1352693195027,1352693194879,0,0,1352693194881,1352693194914,1352693194884,76,146,1352693194894,1352693194894
true,1352693195102,1352693195102,1352693195289,1352693195288,1352693195283,1352693195268,1352693195128,1352693195101,1352693195101,1352693195102,1352693195289,1352693195289,1352693195101,0,0,1352693195104,1352693195157,1352693195112,95,185,1352693195128,1352693195128
true,1352693195399,1352693195399,1352693195573,1352693195567,1352693195561,1352693195555,1352693195403,1352693195398,1352693195398,1352693195399,1352693195574,1352693195573,1352693195398,0,0,1352693195399,1352693195433,1352693195403,89,175,1352693195404,1352693195403
true,1352693195660,1352693195660,1352693195817,1352693195817,1352693195811,1352693195800,1352693195664,1352693195659,1352693195659,1352693195660,1352693195818,1352693195817,1352693195659,0,0,1352693195660,1352693195694,1352693195664,82,158,1352693195665,1352693195664
true,1352693195890,1352693195890,1352693196054,1352693196053,1352693196048,1352693196035,1352693195906,1352693195888,1352693195888,1352693195890,1352693196054,1352693196054,1352693195888,0,0,1352693195891,1352693195927,1352693195895,85,163,1352693195907,1352693195906
true,1352693196134,1352693196134,1352693196302,1352693196294,1352693196287,1352693196283,1352693196152,1352693196132,1352693196132,1352693196134,1352693196303,1352693196302,1352693196132,0,0,1352693196134,1352693196168,1352693196138,84,169,1352693196152,1352693196152
true,1352693196409,1352693196409,1352693196566,1352693196566,1352693196560,1352693196548,1352693196424,1352693196408,1352693196408,1352693196409,1352693196567,1352693196566,1352693196408,0,0,1352693196409,1352693196443,1352693196413,84,158,1352693196425,1352693196424
