__fxdriver_unwrapped,connectEnd,connectStart,domComplete,domContentLoadedEventEnd,domContentLoadedEventStart,domInteractive,domLoading,domainLookupEnd,domainLookupStart,fetchStart,loadEventEnd,loadEventStart,navigationStart,redirectEnd,redirectStart,requestStart,responseEnd,responseStart,responseWaitTime,totalLoadWaitTime,unloadEventEnd,unloadEventStart
true,1352693878140,1352693878140,1352693883659,1352693883658,1352693883650,1352693883649,1352693878217,1352693878129,1352693878128,1352693878140,1352693883659,1352693883659,1352693878127,0,0,1352693878204,1352693883646,1352693878208,1169,5455,0,0
true,1352693883734,1352693883734,1352693888647,1352693888647,1352693888640,1352693888638,1352693883750,1352693883733,1352693883733,1352693883734,1352693888648,1352693888647,1352693883733,0,0,1352693883734,1352693888637,1352693883740,722,4914,1352693883751,1352693883750
true,1352693888854,1352693888854,1352693893196,1352693893196,1352693893189,1352693893187,1352693888871,1352693888853,1352693888853,1352693888854,1352693893196,1352693893196,1352693888853,0,0,1352693888856,1352693893182,1352693888859,928,4340,1352693888871,1352693888871
true,1352693893260,1352693893260,1352693897683,1352693897682,1352693897676,1352693897674,1352693893264,1352693893259,1352693893259,1352693893260,1352693897683,1352693897683,1352693893259,0,0,1352693893260,1352693897673,1352693893264,850,4423,1352693893265,1352693893264
true,1352693897748,1352693897748,1352693902865,1352693902865,1352693902858,1352693902856,1352693897752,1352693897747,1352693897747,1352693897748,1352693902866,1352693902865,1352693897747,0,0,1352693897748,1352693902855,1352693897752,745,5118,1352693897753,1352693897752
true,1352693902935,1352693902935,1352693907475,1352693907475,1352693907468,1352693907467,1352693902941,1352693902934,1352693902934,1352693902935,1352693907476,1352693907475,1352693902934,0,0,1352693902935,1352693907466,1352693902940,880,4541,1352693902941,1352693902941
true,1352693907542,1352693907542,1352693911392,1352693911391,1352693911385,1352693911384,1352693907546,1352693907541,1352693907541,1352693907542,1352693911392,1352693911392,1352693907541,0,0,1352693907542,1352693911382,1352693907546,853,3850,1352693907547,1352693907546
true,1352693911459,1352693911459,1352693916688,1352693916687,1352693916681,1352693916679,1352693911473,1352693911458,1352693911458,1352693911459,1352693916688,1352693916688,1352693911458,0,0,1352693911460,1352693916678,1352693911464,893,5228,1352693911473,1352693911473
true,1352693916748,1352693916748,1352693922338,1352693922337,1352693922331,1352693922330,1352693916764,1352693916747,1352693916747,1352693916748,1352693922338,1352693922338,1352693916747,0,0,1352693916760,1352693922329,1352693916763,740,5578,1352693916764,1352693916764
true,1352693922435,1352693922435,1352693925943,1352693925943,1352693925936,1352693925934,1352693922440,1352693922434,1352693922434,1352693922435,1352693925944,1352693925943,1352693922434,0,0,1352693922436,1352693925933,1352693922440,547,3508,1352693922441,1352693922440
