__fxdriver_unwrapped,connectEnd,connectStart,domComplete,domContentLoadedEventEnd,domContentLoadedEventStart,domInteractive,domLoading,domainLookupEnd,domainLookupStart,fetchStart,loadEventEnd,loadEventStart,navigationStart,redirectEnd,redirectStart,requestStart,responseEnd,responseStart,responseWaitTime,totalLoadWaitTime,unloadEventEnd,unloadEventStart
true,1352695205407,1352695205407,1352695218196,1352695218150,1352695218149,1352695218114,1352695217660,1352695205374,1352695205373,1352695205407,1352695218197,1352695218196,1352695205372,0,0,1352695205420,1352695217572,1352695217572,12152,12777,0,0
true,1352695218403,1352695218403,1352695230253,1352695230246,1352695230245,1352695230243,1352695230219,1352695218402,1352695218402,1352695218403,1352695230254,1352695230253,1352695218402,0,0,1352695218404,1352695230218,1352695230218,11814,11850,1352695230219,1352695230219
true,1352695230333,1352695230333,1352695242267,1352695242259,1352695242258,1352695242256,1352695242227,1352695230332,1352695230332,1352695230333,1352695242268,1352695242267,1352695230332,0,0,1352695230334,1352695242227,1352695242226,11892,11934,1352695242228,1352695242227
true,1352695242351,1352695242351,1352695254520,1352695254513,1352695254512,1352695254511,1352695254484,1352695242350,1352695242350,1352695242351,1352695254521,1352695254520,1352695242350,0,0,1352695242352,1352695254484,1352695254484,12132,12169,1352695254485,1352695254484
true,1352695254595,1352695254595,1352695266330,1352695266323,1352695266322,1352695266321,1352695266288,1352695254594,1352695254594,1352695254595,1352695266331,1352695266330,1352695254594,0,0,1352695254595,1352695266288,1352695266288,11693,11736,1352695266289,1352695266288
true,1352695266411,1352695266411,1352695278494,1352695278493,1352695278493,1352695278483,1352695278433,1352695266410,1352695266410,1352695266411,1352695278494,1352695278494,1352695266410,0,0,1352695266412,1352695278433,1352695278433,12021,12082,1352695278434,1352695278434
true,1352695278574,1352695278574,1352695290568,1352695290560,1352695290559,1352695290554,1352695290533,1352695278573,1352695278573,1352695278574,1352695290568,1352695290568,1352695278573,0,0,1352695278574,1352695290533,1352695290533,11959,11994,1352695290534,1352695290533
true,1352695290648,1352695290648,1352695302908,1352695302901,1352695302901,1352695302895,1352695302875,1352695290647,1352695290647,1352695290648,1352695302909,1352695302909,1352695290647,0,0,1352695290649,1352695302875,1352695302875,12226,12260,1352695302876,1352695302876
true,1352695302983,1352695302983,1352695315074,1352695315067,1352695315066,1352695315065,1352695315039,1352695302982,1352695302982,1352695302983,1352695315075,1352695315074,1352695302982,0,0,1352695302983,1352695315039,1352695315039,12056,12092,1352695315040,1352695315039
true,1352695315151,1352695315151,1352695326870,1352695326863,1352695326862,1352695326856,1352695326836,1352695315150,1352695315150,1352695315151,1352695326870,1352695326870,1352695315150,0,0,1352695315152,1352695326836,1352695326836,11684,11718,1352695326837,1352695326837
true,1352695326947,1352695326947,1352695338864,1352695338857,1352695338857,1352695338855,1352695338831,1352695326946,1352695326946,1352695326947,1352695338865,1352695338865,1352695326946,0,0,1352695326947,1352695338831,1352695338831,11884,11918,1352695338832,1352695338831
true,1352695338941,1352695338941,1352695351131,1352695351124,1352695351123,1352695351117,1352695351097,1352695338940,1352695338940,1352695338941,1352695351132,1352695351131,1352695338940,0,0,1352695338941,1352695351097,1352695351097,12156,12191,1352695351098,1352695351097
true,1352695351213,1352695351213,1352695363301,1352695363293,1352695363293,1352695363291,1352695363266,1352695351212,1352695351212,1352695351213,1352695363301,1352695363301,1352695351212,0,0,1352695351214,1352695363265,1352695363265,12051,12087,1352695363266,1352695363266
true,1352695363385,1352695363385,1352695375602,1352695375602,1352695375602,1352695375585,1352695375547,1352695363384,1352695363384,1352695363385,1352695375603,1352695375602,1352695363384,0,0,1352695363387,1352695375547,1352695375547,12160,12216,1352695375548,1352695375547
true,1352695375680,1352695375680,1352695387450,1352695387443,1352695387443,1352695387437,1352695387417,1352695375679,1352695375679,1352695375680,1352695387451,1352695387450,1352695375679,0,0,1352695375681,1352695387416,1352695387416,11735,11770,1352695387417,1352695387417
true,1352695387528,1352695387528,1352695399221,1352695399214,1352695399213,1352695399212,1352695399187,1352695387527,1352695387527,1352695387528,1352695399221,1352695399221,1352695387527,0,0,1352695387531,1352695399187,1352695399186,11655,11690,1352695399188,1352695399187
true,1352695399297,1352695399297,1352695411078,1352695411072,1352695411071,1352695411066,1352695411046,1352695399296,1352695399296,1352695399297,1352695411079,1352695411078,1352695399296,0,0,1352695399298,1352695411045,1352695411045,11747,11781,1352695411046,1352695411046
true,1352695411150,1352695411150,1352695423000,1352695422992,1352695422992,1352695422986,1352695422966,1352695411149,1352695411149,1352695411150,1352695423000,1352695423000,1352695411149,0,0,1352695411150,1352695422965,1352695422965,11815,11850,1352695422966,1352695422966
true,1352695423076,1352695423076,1352695434650,1352695434642,1352695434642,1352695434640,1352695434615,1352695423075,1352695423075,1352695423076,1352695434650,1352695434650,1352695423075,0,0,1352695423077,1352695434614,1352695434614,11537,11573,1352695434615,1352695434615
true,1352695434726,1352695434726,1352695446225,1352695446218,1352695446218,1352695446212,1352695446192,1352695434725,1352695434725,1352695434726,1352695446226,1352695446225,1352695434725,0,0,1352695434726,1352695446192,1352695446192,11466,11500,1352695446193,1352695446192
true,1352695446302,1352695446302,1352695458076,1352695458068,1352695458068,1352695458066,1352695458041,1352695446301,1352695446301,1352695446302,1352695458076,1352695458076,1352695446301,0,0,1352695446302,1352695458039,1352695458039,11737,11774,1352695458041,1352695458041
true,1352695458152,1352695458152,1352695470075,1352695470067,1352695470066,1352695470061,1352695470040,1352695458151,1352695458151,1352695458152,1352695470075,1352695470075,1352695458151,0,0,1352695458153,1352695470040,1352695470040,11887,11922,1352695470041,1352695470040
true,1352695470153,1352695470153,1352695481972,1352695481965,1352695481964,1352695481963,1352695481938,1352695470152,1352695470152,1352695470153,1352695481973,1352695481972,1352695470152,0,0,1352695470153,1352695481938,1352695481938,11785,11820,1352695481939,1352695481938
true,1352695482050,1352695482050,1352695493654,1352695493646,1352695493646,1352695493644,1352695493622,1352695482049,1352695482049,1352695482050,1352695493655,1352695493654,1352695482049,0,0,1352695482050,1352695493621,1352695493621,11571,11605,1352695493623,1352695493622
true,1352695493737,1352695493737,1352695505261,1352695505254,1352695505253,1352695505250,1352695505225,1352695493736,1352695493736,1352695493737,1352695505262,1352695505261,1352695493736,0,0,1352695493737,1352695505225,1352695505225,11488,11525,1352695505226,1352695505225
true,1352695505340,1352695505340,1352695516851,1352695516843,1352695516843,1352695516841,1352695516819,1352695505339,1352695505339,1352695505340,1352695516851,1352695516851,1352695505339,0,0,1352695505341,1352695516818,1352695516818,11477,11510,1352695516819,1352695516819
true,1352695516926,1352695516926,1352695528687,1352695528679,1352695528679,1352695528677,1352695528598,1352695516925,1352695516925,1352695516926,1352695528687,1352695528687,1352695516925,0,0,1352695516927,1352695528597,1352695528597,11670,11760,1352695528598,1352695528598
true,1352695528730,1352695528730,1352695540889,1352695540881,1352695540881,1352695540879,1352695540793,1352695528729,1352695528729,1352695528730,1352695540889,1352695540889,1352695528729,0,0,1352695528731,1352695540792,1352695540792,12061,12158,1352695540793,1352695540793
true,1352695540932,1352695540932,1352695553284,1352695553277,1352695553276,1352695553275,1352695553188,1352695540931,1352695540931,1352695540932,1352695553285,1352695553285,1352695540931,0,0,1352695540933,1352695553188,1352695553188,12255,12352,1352695553189,1352695553188
true,1352695553334,1352695553334,1352695565628,1352695565620,1352695565620,1352695565618,1352695565531,1352695553333,1352695553333,1352695553334,1352695565628,1352695565628,1352695553333,0,0,1352695553334,1352695565531,1352695565531,12197,12294,1352695565532,1352695565532
true,1352695565671,1352695565671,1352695578475,1352695578468,1352695578467,1352695578466,1352695578380,1352695565670,1352695565670,1352695565671,1352695578476,1352695578475,1352695565670,0,0,1352695565673,1352695578379,1352695578379,12706,12803,1352695578380,1352695578380
true,1352695578548,1352695578548,1352695591676,1352695591669,1352695591669,1352695591667,1352695591578,1352695578547,1352695578547,1352695578548,1352695591677,1352695591676,1352695578547,0,0,1352695578548,1352695591577,1352695591577,13029,13129,1352695591579,1352695591578
true,1352695591730,1352695591730,1352695604911,1352695604904,1352695604903,1352695604427,1352695604309,1352695591729,1352695591729,1352695591730,1352695604912,1352695604911,1352695591729,0,0,1352695591731,1352695604309,1352695604309,12578,13181,1352695604310,1352695604309
true,1352695605581,1352695605581,1352695618471,1352695618464,1352695618463,1352695618462,1352695618373,1352695605580,1352695605580,1352695605581,1352695618472,1352695618471,1352695605580,0,0,1352695605583,1352695618372,1352695618372,12789,12889,1352695618373,1352695618373
true,1352695618516,1352695618516,1352695631448,1352695631441,1352695631440,1352695631439,1352695631350,1352695618515,1352695618515,1352695618516,1352695631448,1352695631448,1352695618515,0,0,1352695618518,1352695631350,1352695631350,12832,12930,1352695631351,1352695631350
true,1352695631491,1352695631491,1352695644095,1352695644089,1352695644088,1352695644087,1352695644000,1352695631490,1352695631490,1352695631491,1352695644096,1352695644095,1352695631490,0,0,1352695631492,1352695644000,1352695644000,12508,12604,1352695644001,1352695644000
true,1352695644137,1352695644137,1352695656470,1352695656463,1352695656462,1352695656461,1352695656373,1352695644136,1352695644136,1352695644137,1352695656470,1352695656470,1352695644136,0,0,1352695644138,1352695656373,1352695656373,12235,12332,1352695656374,1352695656374
true,1352695656517,1352695656517,1352695668859,1352695668851,1352695668851,1352695668849,1352695668762,1352695656516,1352695656516,1352695656517,1352695668859,1352695668859,1352695656516,0,0,1352695656518,1352695668762,1352695668762,12244,12341,1352695668763,1352695668762
true,1352695668904,1352695668904,1352695681404,1352695681397,1352695681396,1352695681395,1352695681306,1352695668903,1352695668903,1352695668904,1352695681405,1352695681404,1352695668903,0,0,1352695668905,1352695681306,1352695681306,12401,12500,1352695681306,1352695681306
true,1352695681450,1352695681450,1352695694026,1352695694018,1352695694018,1352695694016,1352695693925,1352695681449,1352695681449,1352695681450,1352695694026,1352695694026,1352695681449,0,0,1352695681450,1352695693924,1352695693924,12474,12576,1352695693925,1352695693925
true,1352695694070,1352695694070,1352695706640,1352695706633,1352695706632,1352695706630,1352695706544,1352695694069,1352695694069,1352695694070,1352695706641,1352695706640,1352695694069,0,0,1352695694071,1352695706544,1352695706544,12473,12570,1352695706545,1352695706544
true,1352695706686,1352695706686,1352695718921,1352695718914,1352695718913,1352695718912,1352695718824,1352695706685,1352695706685,1352695706686,1352695718922,1352695718921,1352695706685,0,0,1352695706687,1352695718824,1352695718824,12137,12235,1352695718825,1352695718824
true,1352695718968,1352695718968,1352695731383,1352695731375,1352695731375,1352695731373,1352695731285,1352695718967,1352695718967,1352695718968,1352695731383,1352695731383,1352695718967,0,0,1352695718969,1352695731285,1352695731285,12316,12414,1352695731286,1352695731285
true,1352695731427,1352695731427,1352695743899,1352695743892,1352695743891,1352695743890,1352695743801,1352695731426,1352695731426,1352695731427,1352695743899,1352695743899,1352695731426,0,0,1352695731428,1352695743801,1352695743801,12373,12471,1352695743802,1352695743801
true,1352695743951,1352695743951,1352695756371,1352695756364,1352695756364,1352695756362,1352695756274,1352695743950,1352695743950,1352695743951,1352695756372,1352695756371,1352695743950,0,0,1352695743952,1352695756273,1352695756273,12321,12420,1352695756274,1352695756274
true,1352695756416,1352695756416,1352695769089,1352695769082,1352695769081,1352695769080,1352695768989,1352695756415,1352695756415,1352695756416,1352695769090,1352695769089,1352695756415,0,0,1352695756418,1352695768989,1352695768989,12571,12672,1352695768990,1352695768990
true,1352695769132,1352695769132,1352695781923,1352695781915,1352695781914,1352695781913,1352695781823,1352695769131,1352695769131,1352695769132,1352695781923,1352695781923,1352695769131,0,0,1352695769134,1352695781823,1352695781823,12689,12789,1352695781824,1352695781823
true,1352695781985,1352695781985,1352695794866,1352695794859,1352695794859,1352695794855,1352695794765,1352695781984,1352695781984,1352695781985,1352695794867,1352695794866,1352695781984,0,0,1352695781986,1352695794765,1352695794764,12778,12881,1352695794765,1352695794765
true,1352695794911,1352695794911,1352695807908,1352695807901,1352695807900,1352695807899,1352695807808,1352695794910,1352695794910,1352695794911,1352695807909,1352695807908,1352695794910,0,0,1352695794912,1352695807808,1352695807808,12896,12997,1352695807809,1352695807808
true,1352695807956,1352695807956,1352695820739,1352695820731,1352695820730,1352695820725,1352695820641,1352695807955,1352695807955,1352695807956,1352695820739,1352695820739,1352695807955,0,0,1352695807957,1352695820641,1352695820641,12684,12782,1352695820642,1352695820642
