__fxdriver_unwrapped,connectEnd,connectStart,domComplete,domContentLoadedEventEnd,domContentLoadedEventStart,domInteractive,domLoading,domainLookupEnd,domainLookupStart,fetchStart,loadEventEnd,loadEventStart,navigationStart,redirectEnd,redirectStart,requestStart,responseEnd,responseStart,responseWaitTime,totalLoadWaitTime,unloadEventEnd,unloadEventStart
true,1352682926226,1352682926226,1352682927486,1352682926359,1352682926359,1352682926354,1352682926318,1352682926217,1352682926217,1352682926226,1352682927487,1352682927486,1352682926216,0,0,1352682926235,1352682926318,1352682926318,83,1252,0,0
true,1352682927531,1352682927531,1352682927632,1352682927629,1352682927628,1352682927628,1352682927617,1352682927531,1352682927531,1352682927531,1352682927632,1352682927632,1352682927531,0,0,1352682927532,1352682927617,1352682927617,85,100,1352682927618,1352682927617
true,1352682927691,1352682927691,1352682927930,1352682927929,1352682927929,1352682927921,1352682927774,1352682927691,1352682927691,1352682927691,1352682927930,1352682927930,1352682927691,0,0,1352682927692,1352682927774,1352682927774,82,238,1352682927775,1352682927774
true,1352682927973,1352682927973,1352682928070,1352682928066,1352682928066,1352682928065,1352682928055,1352682927973,1352682927973,1352682927973,1352682928070,1352682928070,1352682927973,0,0,1352682927974,1352682928055,1352682928055,81,96,1352682928055,1352682928055
true,1352682928121,1352682928121,1352682928214,1352682928211,1352682928211,1352682928210,1352682928199,1352682928121,1352682928121,1352682928121,1352682928215,1352682928214,1352682928121,0,0,1352682928122,1352682928199,1352682928199,77,93,1352682928200,1352682928200
true,1352682928257,1352682928257,1352682928359,1352682928356,1352682928355,1352682928354,1352682928343,1352682928257,1352682928257,1352682928257,1352682928360,1352682928359,1352682928257,0,0,1352682928265,1352682928343,1352682928343,78,95,1352682928343,1352682928343
true,1352682928404,1352682928404,1352682928501,1352682928497,1352682928497,1352682928496,1352682928485,1352682928404,1352682928404,1352682928404,1352682928501,1352682928501,1352682928404,0,0,1352682928405,1352682928485,1352682928485,80,96,1352682928485,1352682928485
true,1352682928544,1352682928544,1352682928639,1352682928635,1352682928635,1352682928634,1352682928624,1352682928543,1352682928543,1352682928544,1352682928639,1352682928639,1352682928543,0,0,1352682928544,1352682928623,1352682928623,79,95,1352682928624,1352682928624
true,1352682928685,1352682928685,1352682928779,1352682928775,1352682928775,1352682928774,1352682928763,1352682928684,1352682928684,1352682928685,1352682928779,1352682928779,1352682928684,0,0,1352682928685,1352682928763,1352682928763,78,94,1352682928763,1352682928763
true,1352682928822,1352682928822,1352682928917,1352682928913,1352682928913,1352682928912,1352682928902,1352682928822,1352682928822,1352682928822,1352682928917,1352682928917,1352682928822,0,0,1352682928823,1352682928901,1352682928901,78,94,1352682928902,1352682928902
true,1352682928958,1352682928958,1352682929053,1352682929050,1352682929050,1352682929049,1352682929039,1352682928958,1352682928958,1352682928958,1352682929054,1352682929053,1352682928958,0,0,1352682928959,1352682929038,1352682929038,79,95,1352682929039,1352682929039
true,1352682929094,1352682929094,1352682929187,1352682929184,1352682929183,1352682929183,1352682929172,1352682929094,1352682929094,1352682929094,1352682929187,1352682929187,1352682929094,0,0,1352682929095,1352682929171,1352682929171,76,92,1352682929172,1352682929172
true,1352682929230,1352682929230,1352682929333,1352682929330,1352682929329,1352682929328,1352682929317,1352682929230,1352682929230,1352682929230,1352682929333,1352682929333,1352682929230,0,0,1352682929238,1352682929317,1352682929317,79,95,1352682929317,1352682929317
